,Title,Type,Source,Episodes,Status,Started At,Ended At,Duration in Minutes,Rating,Score,Scored By,Score Rank,Popularity Rank,Members,Favorites,Season,Year,Genre,Theme,Demographic
858,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie,Manga,1.0,Finished Airing,2017-02-04,,53,R+ - Mild Nudity,7.86,16253,843.0,3478,40050,141,,,"['Action', 'Adventure', 'Drama']",['Adult Cast'],['Seinen']
859,Ie Naki Ko,TV,Novel,51.0,Finished Airing,1977-10-02,1978-10-01,24,G - All Ages,7.86,4968,839.0,5254,15837,286,fall,1977.0,"['Adventure', 'Drama']",['Historical'],['Kids']
860,Sekaiichi Hatsukoi OVA,OVA,Manga,2.0,Finished Airing,2011-03-22,2011-09-27,21,PG-13 - Teens 13 or older,7.86,37251,850.0,2540,70912,127,,,['Boys Love'],[],[]
861,Meitantei Conan Movie 01: Tokei Jikake no Matenrou,Movie,Manga,1.0,Finished Airing,1997-04-19,,94,PG-13 - Teens 13 or older,7.86,44631,844.0,2516,71646,108,,,"['Adventure', 'Comedy', 'Mystery']",['Detective'],['Shounen']
862,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Movie,Manga,1.0,Finished Airing,2001-04-21,,89,G - All Ages,7.86,5520,836.0,6269,10167,108,,,"['Comedy', 'Sci-Fi']",[],['Seinen']
863,Love Me: Kaede to Suzu The Animation,OVA,Manga,2.0,Finished Airing,2022-03-25,2022-10-28,26,Rx - Hentai,7.86,7204,,5200,16339,315,,,['Hentai'],[],[]
864,Paradise Kiss,TV,Manga,12.0,Finished Airing,2005-10-14,2005-12-30,24,R - 17+ (violence & profanity),7.86,97529,852.0,1065,224966,4442,fall,2005.0,"['Drama', 'Romance']","['School', 'Visual Arts']",['Josei']
865,Top wo Nerae! Gunbuster,OVA,Original,6.0,Finished Airing,1988-10-07,1989-07-07,30,R+ - Mild Nudity,7.86,53202,851.0,1728,127436,2772,,,"['Action', 'Award Winning', 'Comedy', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",[]
866,InuYasha,TV,Manga,167.0,Finished Airing,2000-10-16,2004-09-13,24,PG-13 - Teens 13 or older,7.86,388988,840.0,235,792266,18548,fall,2000.0,"['Action', 'Adventure', 'Fantasy', 'Romance']","['Historical', 'Love Polygon', 'Mythology', 'Time Travel']",['Shounen']
867,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV,Light novel,12.0,Finished Airing,2017-07-12,2017-09-27,24,PG-13 - Teens 13 or older,7.86,786039,843.0,104,1246853,18440,summer,2017.0,"['Drama', 'Suspense']","['Psychological', 'School']",[]
868,Cike Wu Liuqi,ONA,Original,10.0,Finished Airing,2018-04-25,2018-06-20,14,PG-13 - Teens 13 or older,7.86,51016,835.0,2022,102210,1382,,,"['Action', 'Comedy', 'Drama', 'Mystery', 'Romance']","['Martial Arts', 'Super Power']",[]
869,Tokyo Revengers: Tenjiku-hen,TV,Manga,13.0,Finished Airing,2023-10-04,2023-12-27,23,R - 17+ (violence & profanity),7.85,64963,870.0,1358,170289,1238,fall,2023.0,"['Action', 'Drama', 'Supernatural']","['Delinquents', 'Time Travel']",['Shounen']
870,Shin Jidai,Music,Original,1.0,Finished Airing,2022-06-15,,3,PG-13 - Teens 13 or older,7.85,1759,,9983,2872,11,,,[],['Music'],[]
871,Noragami Aragoto OVA,OVA,Manga,2.0,Finished Airing,2015-11-17,2016-03-17,23,PG-13 - Teens 13 or older,7.85,137543,867.0,922,258552,371,,,"['Comedy', 'Fantasy']",['Mythology'],['Shounen']
872,Seitokai Yakuindomo* OVA,OVA,4-koma manga,10.0,Finished Airing,2014-05-16,2020-09-17,25,R - 17+ (violence & profanity),7.85,32787,862.0,2373,79302,98,,,['Comedy'],"['Gag Humor', 'School']",['Shounen']
873,Meitantei Conan Movie 22: Zero no Shikkounin,Movie,Manga,1.0,Finished Airing,2018-04-13,,110,PG-13 - Teens 13 or older,7.85,16462,865.0,3977,30625,61,,,"['Action', 'Award Winning', 'Drama', 'Mystery']",['Detective'],[]
874,Durarara!! Specials,Special,Light novel,2.0,Finished Airing,2010-08-25,2011-02-23,23,R - 17+ (violence & profanity),7.85,93867,862.0,1384,167932,157,,,"['Action', 'Comedy', 'Supernatural']",[],[]
875,K-On!!: Keikaku!,Special,Original,1.0,Finished Airing,2011-03-16,,23,PG-13 - Teens 13 or older,7.85,71468,863.0,1737,125815,234,,,['Comedy'],"['CGDCT', 'Music', 'School']",[]
876,Lupin III vs. Meitantei Conan: The Movie,Movie,Manga,1.0,Finished Airing,2013-12-07,,108,G - All Ages,7.85,16827,864.0,3868,32404,40,,,"['Action', 'Comedy', 'Mystery']",[],['Shounen']
877,Meitantei Conan Movie 23: Konjou no Fist,Movie,Manga,1.0,Finished Airing,2019-04-12,,109,PG-13 - Teens 13 or older,7.85,15665,866.0,4061,29212,68,,,"['Action', 'Comedy', 'Drama', 'Mystery']",['Detective'],['Shounen']
878,Sayonara Zetsubou Sensei,TV,Manga,12.0,Finished Airing,2007-07-08,2007-09-23,24,R - 17+ (violence & profanity),7.85,127726,870.0,676,344092,4697,summer,2007.0,['Comedy'],"['Gag Humor', 'Parody', 'School']",['Shounen']
879,Yuru Yuri Nachuyachumi!,OVA,Manga,1.0,Finished Airing,2015-02-18,,63,PG-13 - Teens 13 or older,7.85,38845,872.0,2484,73366,145,,,"['Comedy', 'Girls Love']","['CGDCT', 'Gag Humor']",[]
880,Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie,Light novel,1.0,Finished Airing,2014-03-15,,50,PG-13 - Teens 13 or older,7.85,32046,872.0,2626,66761,225,,,"['Boys Love', 'Comedy', 'Drama']","['Childcare', 'Workplace']",[]
881,Umibe no Étranger,Movie,Manga,1.0,Finished Airing,2020-09-11,,58,R+ - Mild Nudity,7.85,85203,857.0,1344,172568,2780,,,['Boys Love'],[],[]
882,Oniisama e...,TV,Manga,39.0,Finished Airing,1991-07-14,1992-05-31,25,PG-13 - Teens 13 or older,7.85,10321,869.0,3179,47070,1072,summer,1991.0,"['Drama', 'Girls Love']","['Psychological', 'School']",['Shoujo']
883,Dance Dance Danseur,TV,Manga,11.0,Finished Airing,2022-04-09,2022-06-18,23,PG-13 - Teens 13 or older,7.85,32861,861.0,2311,82870,637,spring,2022.0,['Drama'],['Performing Arts'],['Seinen']
884,5-toubun no Hanayome Movie,Movie,Manga,1.0,Finished Airing,2022-05-20,,136,PG-13 - Teens 13 or older,7.85,105294,859.0,1015,235371,2993,,,"['Comedy', 'Romance']","['Harem', 'School']",['Shounen']
885,Beelzebub,TV,Manga,60.0,Finished Airing,2011-01-09,2012-03-25,24,PG-13 - Teens 13 or older,7.85,279897,860.0,361,593368,5385,winter,2011.0,"['Action', 'Comedy', 'Supernatural']","['Childcare', 'Delinquents', 'Mythology', 'School']",['Shounen']
886,Tiger & Bunny,TV,Original,25.0,Finished Airing,2011-04-03,2011-09-18,24,PG-13 - Teens 13 or older,7.85,91123,869.0,1057,226442,3050,spring,2011.0,"['Action', 'Comedy', 'Mystery', 'Sci-Fi']","['Adult Cast', 'Super Power']",[]
887,One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,TV Special,Manga,1.0,Finished Airing,2014-08-30,,107,PG-13 - Teens 13 or older,7.85,55485,868.0,2159,92761,106,,,"['Adventure', 'Fantasy']",[],['Shounen']
888,Tennis no Oujisama,TV,Manga,178.0,Finished Airing,2001-10-10,2005-03-23,22,PG-13 - Teens 13 or older,7.85,83862,854.0,1288,183388,3047,fall,2001.0,['Sports'],['School'],['Shounen']
889,Kono Koi ni Kizuite The Animation,OVA,Manga,,Currently Airing,2023-08-25,,30,Rx - Hentai,7.84,1598,,8618,4604,54,,,['Hentai'],[],[]
890,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,TV,Manga,12.0,Finished Airing,2023-10-08,2023-12-24,23,PG-13 - Teens 13 or older,7.84,90818,875.0,1222,192758,2024,fall,2023.0,"['Comedy', 'Romance']","['Harem', 'Parody', 'School']",['Seinen']
891,Dark Gathering,TV,Manga,25.0,Finished Airing,2023-07-10,2023-12-25,23,R - 17+ (violence & profanity),7.84,34973,887.0,1751,124399,902,summer,2023.0,"['Horror', 'Supernatural']",['Gore'],['Shounen']
892,Trigun Stampede,TV,Manga,12.0,Finished Airing,2023-01-07,2023-03-25,23,PG-13 - Teens 13 or older,7.84,64758,881.0,1336,176146,2034,winter,2023.0,"['Action', 'Adventure', 'Sci-Fi']",['Adult Cast'],['Shounen']
893,Hanasaku Iroha Movie: Home Sweet Home,Movie,Original,1.0,Finished Airing,2013-03-09,,66,PG-13 - Teens 13 or older,7.84,35358,888.0,2180,91110,97,,,['Drama'],['Workplace'],[]
894,K-On!: Live House!,Special,4-koma manga,1.0,Finished Airing,2010-01-19,,23,PG-13 - Teens 13 or older,7.84,98199,873.0,1434,160571,277,,,['Comedy'],"['CGDCT', 'Music', 'School']",[]
895,Star☆Twinkle Precure: Hoshi no Uta ni Omoi wo Komete,Movie,Original,1.0,Finished Airing,2019-10-19,,72,G - All Ages,7.84,1606,880.0,8941,4110,17,,,"['Action', 'Fantasy']",['Mahou Shoujo'],[]
896,Wan Sheng Jie,ONA,Web manga,12.0,Finished Airing,2020-04-01,2020-05-27,4,PG-13 - Teens 13 or older,7.84,10300,877.0,4259,26458,438,,,"['Comedy', 'Fantasy']",['Mythology'],[]
897,Yi Nian Yong Heng,ONA,Novel,52.0,Finished Airing,2020-08-12,2021-07-21,19,PG-13 - Teens 13 or older,7.84,4502,884.0,5173,16637,181,,,"['Action', 'Comedy', 'Fantasy']","['Historical', 'Martial Arts']",[]
898,Hoozuki no Reitetsu OVA,OVA,Manga,4.0,Finished Airing,2015-02-23,2017-03-23,26,PG-13 - Teens 13 or older,7.84,7579,889.0,5071,17440,16,,,"['Comedy', 'Fantasy']",['Mythology'],['Seinen']
899,Yume-iro Pâtissière,TV,Manga,50.0,Finished Airing,2009-10-04,2010-09-26,24,G - All Ages,7.84,39355,885.0,2327,82094,1141,fall,2009.0,['Gourmet'],['School'],['Shoujo']
900,Kono Subarashii Sekai ni Shukufuku wo! Kono Subarashii Choker ni Shukufuku wo!,OVA,Light novel,1.0,Finished Airing,2016-06-24,,23,PG-13 - Teens 13 or older,7.84,258376,876.0,564,400981,649,,,"['Comedy', 'Fantasy']","['Isekai', 'Parody']",[]
901,Magi: Sinbad no Bouken (TV),TV,Manga,13.0,Finished Airing,2016-04-16,2016-07-02,24,PG-13 - Teens 13 or older,7.84,258201,877.0,466,477899,1550,spring,2016.0,"['Action', 'Adventure', 'Fantasy']",[],['Shounen']
902,Jibaku Shounen Hanako-kun,TV,Manga,12.0,Finished Airing,2020-01-10,2020-03-27,24,PG-13 - Teens 13 or older,7.84,287951,890.0,364,587242,11826,winter,2020.0,['Supernatural'],"['Mythology', 'School']",['Shounen']
903,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,Original,1.0,Finished Airing,2013-08-31,,99,PG-13 - Teens 13 or older,7.84,141194,886.0,820,293615,621,,,"['Drama', 'Supernatural']",[],[]
904,Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA,Original,1.0,Finished Airing,2005-12-11,,50,PG - Children,7.84,6881,881.0,5465,14322,31,,,"['Comedy', 'Drama']",[],[]
905,Seihou Bukyou Outlaw Star,TV,Manga,24.0,Finished Airing,1998-01-09,1998-06-26,25,R+ - Mild Nudity,7.84,63022,878.0,1475,155573,2155,winter,1998.0,"['Action', 'Adventure', 'Comedy', 'Sci-Fi']",['Space'],['Seinen']
906,Urusei Yatsura 2: Beautiful Dreamer,Movie,Manga,1.0,Finished Airing,1984-02-11,,97,PG-13 - Teens 13 or older,7.84,8874,882.0,4796,20179,269,,,"['Action', 'Adventure', 'Comedy', 'Drama', 'Romance', 'Sci-Fi']",[],['Shounen']
907,Soul Eater,TV,Manga,51.0,Finished Airing,2008-04-07,2009-03-30,23,PG-13 - Teens 13 or older,7.84,840717,879.0,63,1615142,27185,spring,2008.0,"['Action', 'Comedy', 'Fantasy']",['School'],['Shounen']
908,Seitokai Yakuindomo Movie,Movie,4-koma manga,1.0,Finished Airing,2017-07-21,,60,R - 17+ (violence & profanity),7.83,24981,902.0,2787,60259,75,,,['Comedy'],"['Gag Humor', 'School']",['Shounen']
909,Hidamari Sketch x 365,TV,4-koma manga,13.0,Finished Airing,2008-07-04,2008-09-26,24,PG-13 - Teens 13 or older,7.83,15925,896.0,3881,32192,173,summer,2008.0,['Slice of Life'],"['CGDCT', 'Iyashikei', 'School', 'Visual Arts']",[]
910,Wan Sheng Jie 2,ONA,Web manga,12.0,Finished Airing,2020-10-14,2020-12-16,4,PG-13 - Teens 13 or older,7.83,6650,900.0,5780,12420,59,,,"['Comedy', 'Fantasy']",['Mythology'],[]
911,Gekkan Shoujo Nozaki-kun,TV,4-koma manga,12.0,Finished Airing,2014-07-07,2014-09-22,24,PG-13 - Teens 13 or older,7.83,504238,892.0,174,922916,10993,summer,2014.0,"['Comedy', 'Romance']","['Otaku Culture', 'School']",[]
912,Id:Invaded,TV,Original,13.0,Finished Airing,2020-01-06,2020-03-23,24,R - 17+ (violence & profanity),7.83,153506,897.0,633,366674,2908,winter,2020.0,"['Mystery', 'Sci-Fi', 'Suspense']","['Adult Cast', 'Detective', 'Psychological']",[]
913,Grisaia no Meikyuu: Caprice no Mayu 0,TV Special,Visual novel,1.0,Finished Airing,2015-04-12,,47,R+ - Mild Nudity,7.83,136695,894.0,1036,230264,700,,,['Drama'],[],[]
914,Ojamajo Doremi Na-i-sho,OVA,Original,13.0,Finished Airing,2004-06-26,2004-12-11,25,G - All Ages,7.83,4775,900.0,6129,10797,101,,,"['Comedy', 'Fantasy']",['Mahou Shoujo'],[]
915,Sekaiichi Hatsukoi 2,TV,Manga,12.0,Finished Airing,2011-10-08,2011-12-24,24,PG-13 - Teens 13 or older,7.83,90011,907.0,1468,156569,729,fall,2011.0,['Boys Love'],"['Adult Cast', 'Otaku Culture', 'Workplace']",[]
916,Michiko to Hatchin,TV,Original,22.0,Finished Airing,2008-10-16,2009-03-19,22,R - 17+ (violence & profanity),7.83,61058,898.0,1173,200819,2441,fall,2008.0,"['Action', 'Adventure']",[],[]
917,Uchouten Kazoku,TV,Novel,13.0,Finished Airing,2013-07-07,2013-09-29,24,PG-13 - Teens 13 or older,7.83,53939,905.0,1388,167214,1505,summer,2013.0,"['Award Winning', 'Comedy', 'Drama', 'Fantasy']","['Anthropomorphic', 'Mythology']",[]
918,Yuusha-Ou GaoGaiGar,TV,Original,49.0,Finished Airing,1997-02-01,1998-01-31,25,PG-13 - Teens 13 or older,7.83,6321,907.0,4622,21825,350,winter,1997.0,"['Action', 'Adventure', 'Sci-Fi']","['Mecha', 'Super Power']",[]
919,Suzumiya Haruhi no Yuuutsu,TV,Light novel,14.0,Finished Airing,2006-04-03,2006-07-03,23,PG-13 - Teens 13 or older,7.83,477278,904.0,180,913880,15371,spring,2006.0,"['Award Winning', 'Comedy', 'Mystery', 'Sci-Fi']",['School'],[]
920,Go! Princess Precure,TV,Original,50.0,Finished Airing,2015-02-01,2016-01-31,24,G - All Ages,7.83,6869,893.0,4976,18370,337,winter,2015.0,"['Action', 'Comedy', 'Fantasy']","['Mahou Shoujo', 'School']",[]
921,91 Days,TV,Original,12.0,Finished Airing,2016-07-09,2016-10-01,24,R - 17+ (violence & profanity),7.83,328259,891.0,277,717846,8029,summer,2016.0,"['Action', 'Drama']","['Historical', 'Organized Crime']",[]
922,Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,Special,Light novel,1.0,Finished Airing,2022-03-16,,23,R - 17+ (violence & profanity),7.83,90467,899.0,1377,168548,550,,,"['Adventure', 'Drama', 'Fantasy', 'Ecchi']","['Isekai', 'Reincarnation']",[]
923,One Piece Film: Red,Movie,Manga,1.0,Finished Airing,2022-08-06,,115,PG-13 - Teens 13 or older,7.83,92174,901.0,1423,162418,1619,,,"['Action', 'Adventure', 'Award Winning', 'Comedy', 'Drama', 'Fantasy']",['Idols (Female)'],['Shounen']
924,Haikyuu!! Riku vs. Kuu,OVA,Manga,2.0,Finished Airing,2020-01-22,,22,PG-13 - Teens 13 or older,7.83,171862,895.0,797,298081,610,,,['Sports'],"['School', 'Team Sports']",['Shounen']
925,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",TV,Light novel,12.0,Currently Airing,2024-01-07,2024-03-24,23,PG-13 - Teens 13 or older,7.82,17285,911.0,2168,92174,542,winter,2024.0,"['Fantasy', 'Romance']",['Time Travel'],[]
926,Yamada-kun to Lv999 no Koi wo Suru,TV,Web manga,13.0,Finished Airing,2023-04-02,2023-06-25,23,PG-13 - Teens 13 or older,7.82,191993,934.0,599,382965,4035,spring,2023.0,['Romance'],['Video Game'],[]
927,Let You Down,Music,Game,1.0,Finished Airing,2022-09-12,,4,PG-13 - Teens 13 or older,7.82,6259,,6405,9676,26,,,"['Action', 'Sci-Fi']",['Music'],[]
928,Hibike! Euphonium: Ensemble Contest-hen,Movie,Novel,1.0,Finished Airing,2023-08-04,,57,PG-13 - Teens 13 or older,7.82,5056,927.0,5338,15249,42,,,['Drama'],"['Music', 'Performing Arts', 'School']",[]
929,Tamayura: Sotsugyou Shashin Part 3 - Akogare,Movie,Original,1.0,Finished Airing,2015-11-28,,51,G - All Ages,7.82,3289,929.0,6316,9989,12,,,['Slice of Life'],"['CGDCT', 'Iyashikei']",[]
930,Owarimonogatari 2nd Season Recaps,TV Special,Light novel,2.0,Finished Airing,2017-08-12,2017-08-13,25,R - 17+ (violence & profanity),7.82,9309,932.0,4291,26041,42,,,"['Comedy', 'Mystery', 'Supernatural']",['Vampire'],[]
931,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Movie,Manga,1.0,Finished Airing,2016-12-03,,88,PG-13 - Teens 13 or older,7.82,15845,929.0,3383,42147,35,,,"['Comedy', 'Sports']",['Team Sports'],['Shounen']
932,Yuru Yuri♪♪,TV,Manga,12.0,Finished Airing,2012-07-03,2012-09-18,23,PG-13 - Teens 13 or older,7.82,101942,915.0,1272,185486,962,summer,2012.0,"['Comedy', 'Girls Love']","['CGDCT', 'Gag Humor', 'School']",[]
933,Working'!!,TV,4-koma manga,13.0,Finished Airing,2011-10-01,2011-12-24,24,PG-13 - Teens 13 or older,7.82,151701,933.0,906,263615,461,fall,2011.0,['Comedy'],"['Romantic Subtext', 'Workplace']",['Seinen']
934,Shingeki no Kyojin: Lost Girls,OVA,Novel,3.0,Finished Airing,2017-12-08,2018-08-09,25,R - 17+ (violence & profanity),7.82,158346,935.0,765,307498,568,,,"['Action', 'Drama']",[],[]
935,Bungou Stray Dogs,TV,Manga,12.0,Finished Airing,2016-04-07,2016-06-23,23,R - 17+ (violence & profanity),7.82,699448,919.0,92,1379416,27102,spring,2016.0,"['Action', 'Mystery', 'Supernatural']","['Adult Cast', 'Detective', 'Organized Crime', 'Super Power']",['Seinen']
936,Master Piece The Animation,OVA,Manga,2.0,Finished Airing,2019-05-31,2019-08-30,30,Rx - Hentai,7.82,13913,,4170,27551,462,,,['Hentai'],[],[]
937,Beastars,TV,Manga,12.0,Finished Airing,2019-10-10,2019-12-26,22,R - 17+ (violence & profanity),7.82,527330,917.0,209,847314,9676,fall,2019.0,"['Drama', 'Suspense']","['Anthropomorphic', 'Psychological', 'School']",['Shounen']
938,Hibike! Euphonium Movie 2: Todoketai Melody,Movie,Novel,1.0,Finished Airing,2017-09-30,,115,PG-13 - Teens 13 or older,7.82,8102,925.0,4011,30084,33,,,['Drama'],"['Music', 'Performing Arts', 'School']",[]
939,Haikyuu!! (OVA),OVA,Manga,10.0,Finished Airing,2020-03-04,,2,PG-13 - Teens 13 or older,7.82,10377,924.0,3910,31760,61,,,['Sports'],['Team Sports'],['Shounen']
940,Kara no Kyoukai Movie 4: Garan no Dou,Movie,Light novel,1.0,Finished Airing,2008-05-24,,46,R - 17+ (violence & profanity),7.82,129917,908.0,1116,214512,315,,,"['Action', 'Mystery', 'Supernatural', 'Suspense']",[],[]
941,Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,Movie,Manga,1.0,Finished Airing,2015-10-03,,104,PG-13 - Teens 13 or older,7.82,12782,916.0,3949,31224,127,,,"['Action', 'Sci-Fi']",[],['Seinen']
942,Tentai Senshi Sunred 2nd Season,TV,Manga,26.0,Finished Airing,2009-10-03,2010-03-27,13,PG-13 - Teens 13 or older,7.82,3605,911.0,6914,8066,27,fall,2009.0,['Comedy'],"['Gag Humor', 'Parody', 'Super Power']",['Seinen']
943,Planetarian: Hoshi no Hito,Movie,Visual novel,1.0,Finished Airing,2016-09-03,,116,PG-13 - Teens 13 or older,7.82,15737,933.0,3117,48767,225,,,"['Drama', 'Sci-Fi']",[],[]
944,Tanaka-kun wa Itsumo Kedaruge,TV,Web manga,12.0,Finished Airing,2016-04-09,2016-06-25,24,PG-13 - Teens 13 or older,7.82,210497,909.0,482,460849,4285,spring,2016.0,['Slice of Life'],"['Iyashikei', 'School']",[]
945,Seto no Hanayome OVA,OVA,Manga,2.0,Finished Airing,2008-11-03,2009-01-05,29,PG-13 - Teens 13 or older,7.82,28254,934.0,2980,53257,29,,,"['Comedy', 'Romance']","['Parody', 'School']",['Shounen']
946,Somali to Mori no Kamisama,TV,Web manga,12.0,Finished Airing,2020-01-10,2020-03-27,23,PG-13 - Teens 13 or older,7.82,117182,907.0,836,287617,1658,winter,2020.0,"['Adventure', 'Drama', 'Fantasy']",['Childcare'],[]
947,Doraemon (1979),TV,Manga,1787.0,Finished Airing,1979-04-02,2005-03-18,11,PG - Children,7.82,37379,922.0,2730,62568,633,spring,1979.0,"['Adventure', 'Comedy', 'Fantasy', 'Sci-Fi']",['Anthropomorphic'],"['Kids', 'Shounen']"
948,Tasogare Otome x Amnesia,TV,Manga,12.0,Finished Airing,2012-04-09,2012-06-25,23,R - 17+ (violence & profanity),7.82,181852,910.0,563,401265,4564,spring,2012.0,"['Horror', 'Mystery', 'Romance', 'Supernatural']",['School'],['Shounen']
949,Danshi Koukousei no Nichijou Specials,Special,Web manga,6.0,Finished Airing,2012-04-03,2012-09-04,3,PG-13 - Teens 13 or older,7.82,74388,921.0,1631,136882,190,,,['Comedy'],"['Gag Humor', 'School']",[]
950,Kidou Senshi Gundam: Senkou no Hathaway,Movie,Novel,1.0,Finished Airing,2021-06-11,,95,PG-13 - Teens 13 or older,7.82,19015,928.0,3586,37906,304,,,"['Action', 'Drama', 'Sci-Fi']","['Mecha', 'Military', 'Space']",[]
951,Capeta,TV,Manga,52.0,Finished Airing,2005-10-04,2006-09-26,23,PG - Children,7.82,11761,921.0,4187,27265,305,fall,2005.0,['Sports'],['Racing'],['Shounen']
952,Gungrave,TV,Game,26.0,Finished Airing,2003-10-07,2004-03-30,25,R - 17+ (violence & profanity),7.82,69315,924.0,1241,189759,2420,fall,2003.0,"['Action', 'Drama', 'Sci-Fi']","['Adult Cast', 'Gore', 'Organized Crime', 'Super Power']",[]
953,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,TV,Light novel,12.0,Finished Airing,2023-01-07,2023-03-25,23,PG-13 - Teens 13 or older,7.82,156955,931.0,805,296943,4886,winter,2023.0,['Romance'],['School'],[]
954,Break Blade Movie 4: Sanka no Chi,Movie,Manga,1.0,Finished Airing,2010-10-30,,49,R - 17+ (violence & profanity),7.82,34816,918.0,2856,57713,29,,,"['Action', 'Fantasy']","['Adult Cast', 'Mecha', 'Military']",['Shounen']
955,Goku Sayonara Zetsubou Sensei,OVA,Manga,3.0,Finished Airing,2008-10-17,2009-02-17,25,R - 17+ (violence & profanity),7.81,30742,947.0,2685,64478,85,,,['Comedy'],"['Gag Humor', 'Parody', 'School']",['Shounen']
956,Enen no Shouboutai: Ni no Shou,TV,Manga,24.0,Finished Airing,2020-07-04,2020-12-12,24,PG-13 - Teens 13 or older,7.81,402042,946.0,248,760196,2843,summer,2020.0,"['Action', 'Fantasy', 'Sci-Fi']",['Super Power'],['Shounen']
957,Lupin III: The First,Movie,Manga,1.0,Finished Airing,2019-12-06,,92,PG-13 - Teens 13 or older,7.81,17051,940.0,3872,32310,167,,,"['Action', 'Adventure', 'Comedy', 'Mystery']",['Adult Cast'],['Seinen']
958,Lupin the IIIrd: Jigen Daisuke no Bohyou,Movie,Manga,1.0,Finished Airing,2014-06-21,,51,R+ - Mild Nudity,7.81,13581,939.0,4067,29141,89,,,"['Action', 'Adventure', 'Drama']",['Adult Cast'],['Seinen']
959,Inochi no Tabekata,Music,Original,1.0,Finished Airing,2020-05-22,,3,R - 17+ (violence & profanity),7.81,3475,,8094,5451,23,,,"['Horror', 'Supernatural']",['Music'],[]
960,Igano Kabamaru,TV,Manga,24.0,Finished Airing,1983-10-20,1984-03-29,23,PG-13 - Teens 13 or older,7.81,4173,948.0,6051,11098,138,fall,1983.0,"['Action', 'Adventure', 'Comedy', 'Romance']",['School'],['Shoujo']
961,Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,TV Special,Manga,1.0,Finished Airing,2004-04-30,,25,PG-13 - Teens 13 or older,7.81,10581,943.0,4643,21643,8,,,"['Adventure', 'Mystery']",[],[]
962,Eikoku Koi Monogatari Emma: Molders-hen,TV,Manga,12.0,Finished Airing,2007-04-17,2007-07-03,25,G - All Ages,7.81,12725,945.0,4182,27354,113,spring,2007.0,"['Drama', 'Romance']","['Adult Cast', 'Historical']",['Seinen']
963,Wu Shan Wu Xing (2020),ONA,Original,3.0,Finished Airing,2020-07-26,2020-08-09,26,R - 17+ (violence & profanity),7.81,18731,943.0,2839,58397,403,,,"['Action', 'Fantasy']","['Historical', 'Martial Arts']",[]
964,Akachan to Boku,TV,Manga,35.0,Finished Airing,1996-07-11,1997-03-26,25,G - All Ages,7.81,8441,944.0,4523,22916,155,summer,1996.0,"['Comedy', 'Drama']",['Childcare'],['Shoujo']
965,Little Witch Academia (TV),TV,Original,25.0,Finished Airing,2017-01-09,2017-06-26,24,G - All Ages,7.81,315666,937.0,324,640586,7605,winter,2017.0,"['Adventure', 'Comedy', 'Fantasy']",['School'],[]
966,Kokoro ga Sakebitagatterunda.,Movie,Original,1.0,Finished Airing,2015-09-19,,119,PG-13 - Teens 13 or older,7.81,157619,936.0,705,329999,1929,,,"['Drama', 'Romance']","['Performing Arts', 'School']",[]
